Original_Title,HLTB_Found,HLTB_Game_Name,HLTB_Main_Story,HLTB_Main_Extra,HLTB_Completionist,HLTB_All_Styles,HLTB_Review_Score,HLTB_Platforms,HLTB_Release_World,HLTB_Similarity,HLTB_Match_Score,HLTB_Query_Used
World of Warships x Azur Lane — Quest for AL Avrora,False,,,,,,,,,,,
World of Warships x TMNT — Mission: Free Permanent Camo Unlock,False,,,,,,,,,,,
World of Warships — Anniversary Party Favor,False,,,,,,,,,,,
World of Warships — Courbet Epic Plunder Pack,False,,,,,,,,,,,
World of Warships — Epic Anniversary Tachibana Pack,False,,,,,,,,,,,
World of Warships — Starter Pack: Albany,False,,,,,,,,,,,
World of Warships — Starter Pack: Dreadnought,False,,,,,,,,,,,
World of Warships — Starter Pack: Ishizuchi,False,,,,,,,,,,,
Wuthering Waves Giveaway,False,,,,,,,,,,,
XCOM 2,True,XCOM 2,33.18,47.94,89.47,45.06,83.0,"Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2016.0,1.0,1.0,XCOM 2
Yoku's Island Express,True,Yoku's Island Express,5.65,8.06,11.28,8.23,79.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,Yoku's Island Express
Yooka-Laylee,True,Yooka-Laylee,15.45,20.46,24.73,21.16,66.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,Yooka-Laylee
Yooka-Laylee and the Impossible Lair,True,Yooka-Laylee and the Impossible Lair,12.99,16.05,21.82,16.71,75.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Yooka-Laylee and the Impossible Lair
Zero Hour,True,Zero Hour,14.36,0.0,0.0,14.36,62.0,PC,2020.0,1.0,1.0,Zero Hour
Zoeti,True,Zoeti,7.36,9.19,0.0,7.88,57.0,PC,2023.0,1.0,1.0,Zoeti
[REDACTED],True,[REDACTED],10.45,16.85,25.58,12.17,63.0,"PC, PlayStation 5, Xbox Series X/S",2024.0,1.0,1.0,[REDACTED]
art of rally,True,art of rally,16.18,19.47,31.35,19.76,71.0,"Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2020.0,1.0,1.0,art of rally
shapez,True,shapez.io,26.61,40.77,45.02,34.8,72.0,"Browser, Mobile, PC",2020.0,1.0,0.95,shapez
theHunter: Call of the Wild,False,,,,,,,,,,,
while True: learn(),True,while True: learn(),6.7,8.98,14.12,9.89,65.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,while True: learn()
Oddsparks: An Automation Adventure,True,Oddsparks: An Automation Adventure,79.97,84.43,0.0,80.61,73.0,"PC, PlayStation 5, Xbox Series X/S",2024.0,1.0,1.0,Oddsparks: An Automation Adventure
Trine (Enchanted Edition),False,,,,,,,,,,,
Fallout: A Post Nuclear Role Playing Game,True,Fallout,16.2,22.92,32.07,21.82,80.0,PC,1997.0,1.0,0.96,Fallout: A Post Nuclear Role Playing Game
LISA: The Joyful - Definitive Edition,False,,,,,,,,,,,
"LOVE (enhanced version, 2014)",False,,,,,,,,,,,
Destiny 2: The Witch Queen,False,,,,,,,,,,,
The Sims 4 - Fashion Street Kit,False,,,,,,,,,,,
BioShock Remastered,True,BioShock,12.11,15.64,23.23,14.38,85.0,"Mobile, Nintendo Switch, OnLive, PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2007.0,0.9743589743589743,0.99,BioShock Remastered
Tomb Raider GAME OF THE YEAR EDITION,True,Tomb Raider,11.32,15.46,20.91,14.33,81.0,"Google Stadia, Linux, Mac, Nintendo Switch, Nintendo Switch 2, PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2013.0,0.6792452830188679,0.99,Tomb Raider GAME OF THE YEAR EDITION
Shadowrun Returns,True,Shadowrun Returns,11.6,14.39,17.77,13.89,73.0,"Linux, Mac, Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2013.0,1.0,1.0,Shadowrun Returns
Borderlands 2,True,Borderlands 2,30.09,54.86,130.23,52.46,81.0,"Linux, Mac, Mobile, PC, PlayStation 3, PlayStation Vita, Xbox 360",2012.0,1.0,1.0,Borderlands 2
Darksiders: Warmastered Edition,True,Darksiders,17.07,20.37,27.99,19.78,75.0,"Nintendo Switch, OnLive, PC, PlayStation 3, PlayStation 4, PlayStation 5, Wii U, Xbox 360, Xbox One, Xbox Series X/S",2010.0,1.0,0.96,Darksiders: Warmastered Edition
Batman: Arkham Asylum Game of the Year Edition,True,Batman: Arkham Asylum,11.98,16.39,25.31,14.76,85.0,"OnLive, PC, PlayStation 3, Xbox 360",2009.0,1.0,0.99,Batman: Arkham Asylum
LEGO Batman: The Videogame,True,LEGO Batman: The Videogame,9.95,16.27,29.31,17.93,74.0,"Nintendo DS, PC, PlayStation 2, PlayStation 3, PlayStation Portable, PlayStation Vita, Wii, Xbox 360, Xbox One",2008.0,1.0,1.0,LEGO Batman: The Videogame
